@RELATION images

@ATTRIBUTE left_quad_std NUMERIC
@ATTRIBUTE left_quad_mean NUMERIC
@ATTRIBUTE right_quad_std NUMERIC
@ATTRIBUTE right_quad_mean NUMERIC
@ATTRIBUTE low_left_quad_std NUMERIC
@ATTRIBUTE low_left_quad_mean NUMERIC
@ATTRIBUTE low_right_quad_std NUMERIC
@ATTRIBUTE low_right_quad_mean NUMERIC
@ATTRIBUTE cent_vert_strip_std NUMERIC
@ATTRIBUTE cent_vert_strip_mean NUMERIC
@ATTRIBUTE cent_hor_strip_std NUMERIC
@ATTRIBUTE cent_hor_strip_mean NUMERIC
@ATTRIBUTE cent_box_std NUMERIC
@ATTRIBUTE cent_box_mean NUMERIC
@ATTRIBUTE left_right_top_mean_dif NUMERIC
@ATTRIBUTE global_min NUMERIC
@ATTRIBUTE global_max NUMERIC
@ATTRIBUTE global_std NUMERIC
@ATTRIBUTE global_mean NUMERIC
@ATTRIBUTE eye_dif_val NUMERIC
@ATTRIBUTE class {0,1}

@DATA
41.0272752128,174.185185185,67.3839012965,140.049382716,45.559954955,156.283950617,36.7203041197,115.802469136,53.3917731532,146.947368421,36.0797055469,129.789473684,45.9142790223,146.049382716,34.1358024691,30,242,53.0246495712,145.709141274,62.1428571429,0
42.9782575302,106.827160494,65.8918231488,55.3456790123,53.6725267812,53.975308642,55.031079883,41.6666666667,43.7180591754,127.315789474,41.0740160228,43.6315789474,38.8603461784,89.4938271605,51.4814814815,0,218,60.6979766206,66.5096952909,36.5238095238,0
40.5856344101,141.061728395,40.1791067068,83.0987654321,44.0644696801,182.567901235,44.4446639226,82.1728395062,48.7656502331,117.736842105,67.2503900245,137.263157895,67.0016162703,124.765432099,57.962962963,7,228,59.7752884162,122.972299169,63.1428571429,0
31.2901423321,122.839506173,48.6467472749,124.012345679,50.0861930449,151.12345679,33.5298323447,76.1481481481,30.5946603347,101.421052632,37.8818691603,119.736842105,48.1781324806,123.419753086,1.17283950617,18,223,48.5412704791,117.75900277,60.4761904762,0
47.4140556038,125.864197531,41.0664347763,90.6419753086,33.9427465624,77.8395061728,56.5059691907,105.962962963,45.2662789622,106.736842105,47.396424471,125.0,48.3176219675,106.666666667,35.2222222222,19,247,49.0206744834,101.786703601,48.1428571429,0
50.4676922313,125.728395062,30.7530294244,96.3209876543,38.9876347743,105.703703704,26.4828081051,102.716049383,30.7032982068,101.789473684,25.1232970647,136.368421053,41.3135305159,120.790123457,29.4074074074,16,192,38.8468750763,108.670360111,52.4285714286,0
42.2381855607,116.901234568,30.3742093328,106.111111111,37.3898381917,77.8888888889,50.2433796191,92.4691358025,25.1610876635,124.842105263,49.1539500277,95.6842105263,33.5530663418,94.7160493827,10.7901234568,4,212,43.3135370508,99.6011080332,31.619047619,0
22.7453514716,65.7901234568,50.1141662618,119.049382716,23.3039857245,56.6172839506,32.1948703741,117.308641975,32.6828120728,93.7894736842,45.7577627642,106.736842105,40.8362666098,89.3209876543,53.2592592593,10,211,44.177036066,90.728531856,63.1904761905,0
31.3007350689,80.3580246914,29.998816214,69.5061728395,28.3040409112,116.641975309,43.3881402204,99.012345679,42.6149415229,131.421052632,50.254477068,103.526315789,43.1610376551,124.037037037,10.8518518519,12,196,40.1270560957,93.8975069252,30.2380952381,0
29.7788577492,69.0987654321,32.9913735244,68.037037037,38.1427180601,88.8518518519,24.2997651343,76.1234567901,28.3453181974,80.7368421053,40.0307361136,70.5263157895,22.6081374033,79.6049382716,1.06172839506,4,190,33.0329200842,75.4626038781,27.4285714286,0
49.3857221307,84.8395061728,51.2266273781,83.2592592593,5.14449051463,112.580246914,31.5273739573,124.666666667,30.5652202181,98.3684210526,44.8445761612,97.2631578947,38.1294452535,100.481481481,1.58024691358,0,231,42.4898823953,100.922437673,42.9523809524,0
29.423081517,128.617283951,81.8075313411,70.4938271605,46.86855214,149.592592593,37.4444424092,85.012345679,39.9236112701,122.0,58.4234233753,96.4210526316,46.0238800066,149.111111111,58.1234567901,0,246,60.8418829145,108.506925208,59.880952381,0
73.9862586466,80.3086419753,51.138022974,132.296296296,47.9212253055,105.975308642,38.5687983013,161.419753086,55.832356905,144.105263158,61.094903696,100.789473684,43.4020804608,130.987654321,51.987654321,8,234,62.2231751747,120.487534626,81.7857142857,0
40.200765029,131.518518519,41.6014139255,110.037037037,35.0109177999,89.8395061728,29.8792928028,87.7654320988,41.3316429524,106.894736842,23.0922514615,117.894736842,40.6756419668,108.382716049,21.4814814815,7,226,40.3889755085,105.493074792,56.8333333333,0
32.9962840786,122.617283951,1.71715924674,155.802469136,48.9162661841,158.37037037,35.0410867773,160.456790123,24.5476527924,172.789473684,28.2494821368,156.578947368,33.1174398533,158.024691358,33.1851851852,41,238,37.0492183132,150.831024931,65.9285714286,0
8.48120293539,185.086419753,40.7974054122,159.061728395,25.2308832564,177.086419753,28.1402035572,167.592592593,9.7236040877,181.368421053,38.7421335059,167.684210526,28.3436894385,169.765432099,26.024691358,73,248,29.7497095635,172.409972299,91.4047619048,0
47.2556824891,161.75308642,35.1500582724,199.320987654,23.8509316593,164.518518519,13.2478167515,176.432098765,33.679933939,172.368421053,31.70431256,148.315789474,46.2350541437,164.543209877,37.5679012346,56,252,35.9273505606,173.966759003,134.095238095,0
51.0151272651,105.888888889,30.2636839374,174.382716049,42.9216276249,83.5925925926,41.0533461374,166.592592593,44.1159389165,148.684210526,38.4181686012,157.789473684,45.6242414381,146.308641975,68.4938271605,10,235,56.1477688033,134.734072022,88.380952381,0
74.9352674973,110.197530864,59.2190630133,114.061728395,50.4523026457,139.814814815,53.9150488736,106.209876543,54.3519361568,107.842105263,47.5087395372,148.157894737,63.2708160144,117.37037037,3.86419753086,11,243,61.2441853487,118.731301939,57.8095238095,0
41.394816876,140.333333333,30.2197610553,166.975308642,44.0300156727,103.728395062,46.1198117628,154.444444444,56.7926685604,136.526315789,43.2045960416,155.315789474,47.0571876089,134.938271605,26.6419753086,38,247,47.610762206,142.069252078,89.6666666667,0
39.5542377364,185.407407407,32.1495325032,204.987654321,22.9113384919,211.691358025,23.2673375922,197.962962963,42.639505436,184.631578947,56.5637433672,157.263157895,38.5611864027,179.530864198,19.5802469136,41,243,35.4311015581,197.166204986,133.547619048,0
33.7479743616,40.987654321,79.7951156311,101.456790123,43.319627814,41.049382716,53.3566078616,115.382716049,38.4725682033,111.421052632,74.5385062881,84.1052631579,47.971384932,85.5925925926,60.4691358025,0,247,64.8541509526,76.9085872576,67.7380952381,0
31.832772542,106.395061728,40.3851183089,145.172839506,34.8438981929,113.432098765,43.9998441199,108.296296296,31.4049592922,132.210526316,43.0632466646,107.631578947,32.6980616751,96.8148148148,38.7777777778,34,235,41.072383389,118.457063712,51.4047619048,0
48.8387072548,125.12345679,64.7338330072,97.7777777778,27.8089427369,62.3456790123,53.3661107555,86.6913580247,37.0531549006,105.105263158,52.3402992464,110.421052632,47.5258005961,107.802469136,27.3456790123,13,249,54.567505148,94.4238227147,63.5,0
41.0186295273,84.1234567901,36.4496759268,103.962962963,46.1886287125,126.765432099,24.7451204817,104.111111111,30.8593449214,95.2631578947,48.4260866948,113.421052632,35.3487426605,104.814814815,19.8395061728,15,194,40.962535106,104.734072022,31.1428571429,0
45.3225329397,107.938271605,71.137715788,125.234567901,47.3442319543,150.827160494,54.5013252322,157.975308642,67.7637659656,166.578947368,68.84258812,152.526315789,71.2276265955,170.604938272,17.2962962963,13,251,60.4207216736,137.750692521,52.4285714286,0
42.9418672488,68.3456790123,37.0111432118,117.950617284,51.3884525247,85.6419753086,37.384041107,95.962962963,42.2503421612,88.4736842105,41.5848763261,73.4736842105,47.6791050501,90.2469135802,49.6049382716,1,215,45.9745400842,90.9390581717,37.9285714286,0
12.8821821631,33.7777777778,21.2527412901,34.4444444444,26.1260004829,35.0,25.7186481857,43.6049382716,38.8590035985,53.3684210526,7.45661505197,17.6315789474,27.5827723017,37.2592592593,0.666666666667,2,137,23.8800951677,36.6149584488,37.619047619,0
33.6542892856,100.135802469,62.725320108,75.5802469136,43.5317850368,63.6543209877,31.779245412,58.2592592593,50.5127174684,95.2105263158,34.9215186579,104.473684211,33.8624444261,83.5679012346,24.5555555556,5,231,47.7320339614,76.9556786704,44.1428571429,0
27.6521989927,24.4691358025,20.6648154694,38.049382716,19.7905200857,36.8024691358,15.7519446933,21.2716049383,20.521861865,34.8947368421,34.2845353313,51.2105263158,29.0384069972,45.4074074074,13.5802469136,0,124,23.7321819019,31.4072022161,50.619047619,0
49.2708424142,105.962962963,39.0757337818,85.975308642,44.518395267,77.7037037037,38.9741022115,81.2098765432,41.4973883636,116.421052632,34.4208916784,100.210526316,35.1055238561,96.4814814815,19.987654321,7,190,44.3697036914,89.6980609418,46.380952381,0
22.8056739745,20.8888888889,28.7244979769,69.8024691358,25.0637291666,26.2098765432,32.3674038814,93.0740740741,39.4465871907,62.4210526316,38.7424910069,33.4210526316,45.6806205923,50.4938271605,48.9135802469,0,147,40.9175710342,52.1246537396,40.5,0
26.8093121244,34.5679012346,35.026973733,108.111111111,55.2754199165,48.6172839506,33.3222935537,93.0864197531,43.5008198732,158.684210526,50.9962792625,73.8947368421,55.5737610774,77.4320987654,73.5432098765,0,205,52.7608382127,75.5318559557,41.5238095238,0
27.0933457276,86.3333333333,27.6918671485,127.333333333,29.0959708899,69.6419753086,27.0678160675,59.6666666667,36.5516369081,110.368421053,31.8971685715,88.7894736842,38.4961473497,97.1851851852,41.0,10,189,37.9503241195,87.0914127424,46.3333333333,0
42.142553528,101.827160494,49.308305049,81.2716049383,27.737243402,118.419753086,37.4800460045,106.75308642,30.8576393429,125.736842105,34.4083350077,110.473684211,6.3382047542,135.111111111,20.5555555556,1,145,41.6237804579,103.645429363,43.4523809524,0
21.5746666232,123.12345679,29.1115247251,113.975308642,44.7462421331,67.6543209877,44.7149109207,62.3086419753,48.9552342293,95.2631578947,25.279928644,112.631578947,35.2796393015,116.296296296,9.14814814815,1,145,45.0460787249,92.9806094183,55.3571428571,0
42.3254135721,97.9382716049,44.7737185306,137.259259259,29.1446784973,138.913580247,21.2221899037,128.296296296,55.3323877146,96.1052631579,59.1114727019,95.7894736842,57.1554673416,96.2345679012,39.3209876543,2,200,42.1256086943,122.822714681,64.3571428571,0
68.8063512804,133.209876543,57.8775755185,107.160493827,49.2296145211,158.975308642,45.4467367723,115.432098765,37.9057732467,177.684210526,52.076174762,122.421052632,19.5494129273,178.234567901,26.049382716,20,230,59.2401289982,130.79501385,75.0238095238,0
26.2462225383,91.8888888889,37.077755395,74.7407407407,21.6144670345,49.6666666667,24.3328792136,84.0987654321,34.1899533282,75.6842105263,13.9128669596,97.8947368421,20.1057560567,98.0740740741,17.1481481481,21,139,31.9930078456,76.2659279778,41.3333333333,0
31.0204194492,171.172839506,48.6058523513,104.197530864,50.412400765,169.185185185,43.9066779944,122.864197531,36.5920082703,172.842105263,47.1863753283,138.157894737,23.1063029186,181.888888889,66.975308642,29,232,52.3590461087,143.185595568,77.5238095238,0
13.0899366343,183.75308642,38.6832225723,77.5802469136,51.046920985,168.802469136,41.5305082118,102.790123457,30.3020802336,157.684210526,58.7974597601,127.263157895,36.3739532066,163.148148148,106.172839506,21,232,58.0269452287,134.152354571,70.2142857143,0
14.2806477396,89.7037037037,18.0919091657,67.0617283951,26.9982866793,65.8641975309,39.5580215319,76.950617284,23.5703696804,88.2631578947,21.9078907855,88.7894736842,23.4410798592,81.8518518519,22.6419753086,14,158,28.0294931965,76.243767313,34.4761904762,0
8.40674568198,185.234567901,40.0900221569,91.5555555556,46.2267461118,182.432098765,44.7314191908,117.37037037,31.7842449517,165.842105263,50.9670470912,138.789473684,30.6696634786,167.37037037,93.6790123457,28,233,54.8514078566,144.958448753,74.1666666667,0
14.2869006845,181.604938272,32.437669586,70.0864197531,46.3225407094,177.888888889,41.8439338444,97.4567901235,30.7245829915,143.0,58.8264266844,123.631578947,37.5574345517,147.790123457,111.518518519,18,233,59.5854250542,131.939058172,65.4047619048,0
15.3373386948,47.024691358,21.3030763943,50.8641975309,24.8614143869,88.3086419753,19.7249336415,72.1604938272,16.5372072726,56.6842105263,26.5584600561,66.2631578947,19.6001253538,54.6049382716,3.83950617284,11,145,26.1913934047,64.2520775623,34.2380952381,0
15.5241305154,80.2962962963,20.628399458,101.777777778,17.6181187998,77.5061728395,24.9369453259,99.975308642,24.0576408466,90.5789473684,23.7003453813,88.6315789474,19.5234022986,86.5185185185,21.4814814815,47,157,22.9881214065,89.8587257618,27.7857142857,0
28.7988361126,56.0987654321,29.5409836495,40.5061728395,16.0215142659,85.049382716,12.596077949,58.2592592593,25.4124971982,68.6842105263,27.8375779823,68.2631578947,15.0228398993,80.7654320988,15.5925925926,6,115,28.0322298439,60.8171745152,25.5,0
28.4666194427,72.1851851852,14.9826399568,66.1975308642,31.1344268893,67.5925925926,15.2962514572,36.3333333333,22.8431966754,67.6315789474,24.4455412608,80.3157894737,27.3263064339,74.7037037037,5.98765432099,8,150,27.5970009766,62.0332409972,26.3095238095,0
31.9736307296,86.3950617284,32.4846041172,93.0987654321,18.5427331398,69.2839506173,20.5348243807,62.4444444444,32.2446499675,78.4210526316,17.7771679643,68.8421052632,22.4804136668,74.7037037037,6.7037037037,23,154,29.129173941,77.459833795,33.9761904762,0
25.2709023044,51.4567901235,17.8052086041,65.2469135802,20.0044424269,80.9135802469,29.3379366218,69.4320987654,22.5174601383,62.7368421053,13.3017400399,63.1052631579,16.1025898661,72.1234567901,13.7901234568,8,147,25.1695162144,66.4072022161,26.3571428571,0
9.8073346758,24.6296296296,10.6469009826,28.5679012346,7.83864095546,20.987654321,8.52867528331,30.049382716,9.25777355476,28.3684210526,7.91576147811,25.1578947368,10.5682329474,25.9382716049,3.93827160494,7,59,9.81227014931,26.1551246537,45.5476190476,0
21.11817801,109.469135802,24.5291461805,106.111111111,17.0417420592,108.456790123,13.7029140024,94.3950617284,16.0029429426,104.894736842,12.4755716982,92.7894736842,21.3798218895,106.802469136,3.35802469136,52,160,20.0854063059,103.983379501,53.7142857143,0
12.9952449301,61.012345679,12.3136621881,52.5802469136,4.55088589335,80.2592592593,11.2219709597,80.7654320988,19.3019454189,67.4736842105,8.69488976545,73.6315789474,17.6694315028,63.8395061728,8.43209876543,23,99,16.2461838702,68.8587257618,24.9285714286,0
26.1178142755,60.6049382716,35.2637329873,57.5555555556,9.54966801109,35.2962962963,31.4497443512,66.7777777778,17.3822911125,56.5263157895,27.2227906801,71.8421052632,16.7963677568,63.5925925926,3.04938271605,8,177,29.4969361867,56.0027700831,41.4523809524,0
13.9692435472,114.654320988,17.9730784806,97.2592592593,22.1565696859,52.8888888889,26.0281992154,36.1975308642,34.0747914556,74.4736842105,12.6265340803,89.2105263158,22.8514283198,96.0987654321,17.3950617284,6,150,37.0026910741,75.944598338,42.0952380952,0
13.9063100618,38.1851851852,25.1927246038,46.7654320988,18.3699306333,46.950617284,24.4345659052,68.037037037,10.373095393,83.3684210526,26.8435500127,46.0526315789,21.5553505003,63.6913580247,8.58024691358,9,120,24.5273729285,51.4349030471,34.9523809524,0
22.5804325367,108.975308642,21.0879520651,107.802469136,36.1181569574,97.1851851852,13.4528366602,134.308641975,27.3790465204,116.578947368,9.99390395909,116.263157895,15.6207725572,122.938271605,1.17283950617,19,164,27.5839598285,112.534626039,45.5476190476,0
37.0912607187,88.9382716049,27.6261540858,85.9259259259,11.1214492372,108.641975309,19.1306086141,129.913580247,37.0397704952,84.9473684211,7.54634801881,110.0,29.4764610983,88.049382716,3.01234567901,6,177,31.0434993404,102.703601108,32.2619047619,0
20.1497139914,118.703703704,28.2251761737,131.864197531,24.2547697916,60.950617284,30.0701967944,50.2592592593,46.3236835378,99.1052631579,14.7668866667,105.789473684,21.7618989731,105.333333333,13.1604938272,6,187,43.1908969576,91.7202216066,42.7619047619,0
34.0221871895,92.4938271605,30.8622962377,105.987654321,19.6706071242,128.074074074,7.89171880694,141.358024691,25.0646808706,123.842105263,16.0212808615,119.947368421,28.6035022578,104.012345679,13.4938271605,39,155,30.7445554794,117.44598338,27.3333333333,0
16.2073705434,101.012345679,14.975771725,92.4691358025,20.4358543414,148.407407407,22.5187689503,115.938271605,29.9272432609,107.789473684,15.4658053697,107.421052632,22.5881666042,112.49382716,8.54320987654,59,176,28.0898309834,113.731301939,37.8571428571,0
16.2380365257,73.8271604938,11.6557594844,74.9135802469,9.3194749815,83.2469135802,14.7490205669,98.1851851852,10.7579771343,79.0526315789,6.72943671934,84.6315789474,9.39531318104,83.7283950617,1.08641975309,28,129,15.8822028017,82.4903047091,26.8095238095,0
8.93375167076,97.8765432099,14.006965846,85.950617284,10.2580929646,100.864197531,13.2808638389,95.3703703704,11.9289215345,95.2631578947,13.1961549004,88.5789473684,8.65351962617,91.2592592593,11.9259259259,58,125,13.1035149789,94.7091412742,30.380952381,0
7.67017474063,161.604938272,8.58547669023,160.234567901,23.2204861488,141.283950617,30.2474981047,128.049382716,32.4643422543,141.473684211,17.447824873,128.684210526,12.8454995508,152.074074074,1.37037037037,70,181,24.9206076639,146.495844875,89.4523809524,0
22.4301996111,131.851851852,10.2322965804,146.938271605,13.9904380872,145.345679012,10.8496957085,154.987654321,16.4503786719,146.736842105,11.974811977,147.842105263,13.7560561548,143.740740741,15.0864197531,77,169,17.0594303367,145.027700831,71.1428571429,0
6.89985409899,149.50617284,19.9353550594,134.703703704,17.4430770173,136.617283951,14.298161886,128.790123457,12.6374986129,140.631578947,23.3694878846,125.842105263,14.4015613305,139.950617284,14.8024691358,79,160,17.6016765145,136.969529086,70.4761904762,0
23.1541885123,40.2098765432,8.54392346981,21.2962962963,19.3837146869,38.5555555556,16.168437814,21.7037037037,7.35562799208,21.0,15.8614150546,26.3157894737,11.8465780447,25.3209876543,18.9135802469,6,108,19.3097150329,29.7229916898,49.7380952381,0
25.9490784334,42.4197530864,33.8598922474,39.4320987654,10.1982333181,40.6543209877,10.9361673421,24.8271604938,19.5201437259,27.2631578947,16.8784148079,29.5263157895,16.8900891206,25.3086419753,2.98765432099,6,143,23.3115118584,36.0027700831,40.0,0
7.54483625958,16.6296296296,11.4108674139,26.1975308642,13.7412010616,33.2839506173,23.8433387154,42.2962962963,12.9832621846,24.5263157895,6.82548588876,22.7894736842,10.3979937802,24.8271604938,9.56790123457,6,120,17.4979959872,28.9861495845,52.380952381,0
21.51307454,72.950617284,18.8509261053,50.024691358,21.0986390131,59.3950617284,14.6553558248,25.6172839506,25.3397960362,58.0,25.0226490202,55.1578947368,23.56495529,52.4320987654,22.9259259259,7,112,25.8436042833,52.4404432133,28.119047619,0
15.582496756,41.975308642,9.03740807442,28.6790123457,19.9936508746,38.7901234568,24.343281128,53.1851851852,14.7108793857,46.1052631579,16.8580516614,40.7368421053,17.2357263752,52.9382716049,13.2962962963,7,107,19.7776845237,40.9030470914,34.9523809524,0
29.1426388715,47.1234567901,29.9210667122,61.2962962963,25.1864983923,43.3827160494,13.6253012451,61.0740740741,11.4816486119,65.4736842105,23.1386283492,50.1578947368,12.7323879213,68.0987654321,14.1728395062,5,120,25.9972929336,53.6398891967,23.5,0
15.3774736921,57.049382716,25.9037177075,89.9012345679,19.3043236622,39.0987654321,30.397132643,61.1975308642,34.9411059703,62.4736842105,19.2989314073,67.1578947368,11.6550533354,57.2469135802,32.8518518519,6,138,29.6246099329,62.1495844875,27.2142857143,0
21.7518392042,93.7654320988,14.6714462013,70.3950617284,27.8402644226,60.8641975309,12.383276085,57.987654321,22.6065957575,84.6842105263,20.2023009578,79.1578947368,25.6146451117,85.1604938272,23.3703703704,14,134,24.4583062802,71.836565097,36.8095238095,0
23.8836788908,61.1975308642,24.0814486964,47.0987654321,18.2328417649,64.3950617284,23.7445828058,67.8518518519,11.6870551303,99.2105263158,26.8548989119,52.8421052632,19.4241595151,76.3827160494,14.0987654321,8,134,25.1965528664,61.6786703601,21.9523809524,0
9.28957998492,65.6666666667,18.890131485,58.950617284,28.6135501777,34.4074074074,20.4537686735,32.2962962963,23.1176684118,46.6842105263,14.8052921586,60.4736842105,11.2623046564,55.2222222222,6.71604938272,5,116,24.8643782618,48.459833795,27.7857142857,0
51.2135699943,117.901234568,14.4419539902,156.469135802,16.9117327999,136.234567901,18.4357409184,149.555555556,17.8438906109,143.736842105,13.432915294,148.631578947,18.1876197946,153.975308642,38.5679012346,19,201,31.5867779571,140.601108033,89.380952381,0
22.5432369207,118.888888889,17.5618922078,110.271604938,23.3400930832,75.2592592593,33.5050492456,98.3209876543,25.5595551355,95.1578947368,20.2622692902,119.421052632,17.5177050247,113.283950617,8.61728395062,18,183,29.5542184887,101.332409972,46.8333333333,0
26.5669833244,105.469135802,29.2418503192,91.975308642,14.1594335875,88.6790123457,15.6434027431,91.2222222222,17.2583433594,103.210526316,13.7776164369,121.421052632,17.5949532746,106.530864198,13.4938271605,44,161,23.5075666335,96.1772853186,40.1428571429,0
14.3985130225,18.9382716049,16.456683615,30.3580246914,18.650868617,54.4938271605,22.7228049536,69.0864197531,30.6361906458,45.9473684211,7.32241275345,51.4736842105,13.7042153169,41.5061728395,11.4197530864,5,174,26.5523948616,43.7811634349,45.2619047619,0
43.615597875,72.024691358,8.08409164489,25.2592592593,33.699836978,120.333333333,28.6810663423,68.037037037,48.9714145802,76.8947368421,25.2062956564,56.1052631579,34.6456488993,54.8888888889,46.7654320988,10,171,45.5168291837,70.8975069252,53.380952381,0
12.7395563618,150.111111111,37.5723171011,89.8888888889,17.09434805,148.925925926,16.8245199598,139.185185185,12.7871992779,137.473684211,24.1704473752,127.0,21.0487056841,132.296296296,60.2222222222,17,182,32.7380492186,132.03601108,52.2619047619,0
26.2441725338,104.308641975,34.5311842038,108.641975309,17.3469750405,121.654320988,26.1909092061,108.24691358,28.9254462445,113.052631579,6.85343192028,135.368421053,21.0413909017,123.975308642,4.33333333333,48,156,27.5051241763,112.052631579,44.6904761905,0
23.8926497183,64.9259259259,32.1606241556,100.12345679,22.5632542424,124.382716049,8.03251280751,136.814814815,35.371553746,111.894736842,15.8456894005,93.4210526316,33.4925325001,93.4197530864,35.1975308642,27,164,35.3932326675,106.191135734,29.0476190476,0
6.05660944001,60.3086419753,8.625327881,63.5432098765,10.9370453288,68.3827160494,6.41072489583,86.3703703704,11.5866003417,73.5263157895,9.3994164963,68.5789473684,9.81941813005,66.5432098765,3.23456790123,44,95,12.8264114824,69.7867036011,27.8571428571,0
30.231333856,43.3580246914,37.064105335,53.8271604938,17.3717522944,69.0,12.4989985881,72.8148148148,26.6830166867,63.7368421053,13.3150613489,74.1578947368,14.6852150244,72.4567901235,10.4691358025,6,123,28.2526733181,60.6592797784,31.5476190476,0
31.588711112,82.8271604938,30.4742127151,86.2962962963,12.2813881563,39.2098765432,27.3846140343,75.6913580247,23.1981707178,77.0526315789,18.5287079795,53.0526315789,22.5913040178,68.4197530864,3.46913580247,19,170,31.846330956,70.4238227147,29.7619047619,0
30.0534553983,52.7283950617,16.3563707526,72.5555555556,13.3150881111,74.6419753086,19.5385728728,73.5185185185,14.3061112796,78.4210526316,11.4381390502,60.8947368421,15.0172384814,74.8395061728,19.8271604938,6,127,22.0786838866,68.4764542936,20.9523809524,0
13.3071759883,54.5925925926,19.2167939559,48.5432098765,24.7787158348,63.1234567901,15.5048654792,69.7160493827,15.9083246209,80.6315789474,24.6382132316,53.8947368421,15.642564811,72.5679012346,6.04938271605,15,109,20.9682197508,59.7617728532,30.6666666667,0
8.85549282008,82.7777777778,11.6878441276,89.2469135802,11.6055555391,89.950617284,14.3662651639,90.9259259259,10.4377856091,91.0,13.4564033918,93.6315789474,9.69419632889,90.4691358025,6.46913580247,41,116,12.2835230272,88.6371191136,29.880952381,0
14.1462196777,25.3950617284,19.7547684469,55.3456790123,20.956491025,37.3827160494,16.5253081693,50.024691358,16.4591326348,45.2105263158,18.4785568623,42.7368421053,17.6935590887,44.2716049383,29.950617284,6,96,21.1091543315,42.2770083102,36.3095238095,0
14.4411941051,90.0864197531,22.9664871848,90.1851851852,19.679539005,86.2716049383,27.6528769464,82.0987654321,17.251921889,77.0526315789,19.6106138936,90.9473684211,15.7087498686,89.024691358,0.0987654320988,42,168,21.8007803386,86.8504155125,32.8095238095,0
22.5901638039,116.074074074,26.0073559524,102.012345679,33.6265204052,92.4691358025,26.3797551156,72.9012345679,26.158371276,104.947368421,22.8668311482,121.052631579,22.7025120694,107.419753086,14.0617283951,12,179,31.497370455,97.5706371191,42.7857142857,0
19.3432010514,151.839506173,19.0340824916,142.444444444,23.4699703062,139.888888889,25.3846194704,135.061728395,21.2781343818,148.631578947,20.9612490377,125.315789474,21.5730770359,152.901234568,9.3950617284,81,189,23.035524412,141.772853186,82.2619047619,0
14.2239046501,42.4320987654,14.998104844,53.0864197531,13.6330958198,43.1234567901,20.2942010273,67.8148148148,12.4986425856,49.3157894737,19.6773137369,42.4736842105,15.0436746687,40.6913580247,10.6543209877,12,120,18.8746608414,51.0692520776,32.5,0
24.6985174805,130.604938272,34.3484435876,76.2469135802,47.0664857103,72.8271604938,15.6078486112,20.4444444444,43.9040757452,78.1052631579,39.2995457178,80.4210526316,32.7396979518,93.8395061728,54.3580246914,6,186,50.0083063365,75.4681440443,49.4047619048,0
21.3315971516,132.444444444,27.5572480563,106.592592593,26.8860318858,49.2592592593,28.0642729126,35.5679012346,46.9548613327,83.6315789474,30.1443434237,97.9473684211,31.0446723472,96.8641975309,25.8518518519,5,173,47.0487346122,81.8670360111,49.4047619048,0
32.2024394123,102.12345679,29.3807811377,120.679012346,25.2563144682,103.913580247,25.3657891391,96.6913580247,26.5058400506,110.421052632,21.8653649141,76.8947368421,26.893377852,91.0740740741,18.5555555556,41,170,29.8286247729,104.645429363,38.9761904762,0
18.2053855102,79.3456790123,29.3864454527,105.641975309,28.2504206577,100.012345679,28.6500467554,103.802469136,38.80864341,91.6842105263,27.1065405933,101.842105263,27.70944682,94.3703703704,26.2962962963,27,156,29.0944767646,97.0415512465,24.6904761905,0
40.3870505805,117.481481481,58.923806197,102.901234568,12.1872051061,160.87654321,14.8650178191,156.716049383,29.5496202243,152.368421053,6.18325860535,171.631578947,28.0326578115,151.148148148,14.5802469136,12,227,43.6542710733,137.24099723,62.9285714286,0
24.7237935106,77.7654320988,29.702272063,89.8148148148,21.9795875984,83.6913580247,14.501123366,76.6296296296,20.6041708388,81.6842105263,6.89011496352,68.0,19.3457774939,75.987654321,12.049382716,28,148,23.4402012963,81.2686980609,32.119047619,0
20.2913243737,142.12345679,19.1719610588,149.061728395,20.3728468379,142.691358025,13.16885288,154.160493827,14.0863974386,154.315789474,23.5439119407,137.0,19.3800658721,141.765432099,6.93827160494,79,182,19.3921974,146.831024931,70.619047619,0
31.2725090403,113.592592593,26.2921749509,123.407407407,22.1600845934,92.3580246914,29.2300369779,117.777777778,30.1994294676,119.684210526,26.3548131711,126.052631579,22.6386362092,126.382716049,9.81481481481,48,164,29.9176903045,112.867036011,45.5952380952,0
29.2633898215,120.271604938,25.9640695302,119.87654321,25.4046057796,95.1604938272,25.7405956712,122.802469136,31.4545796621,120.631578947,25.5704989297,127.789473684,19.383958441,132.12345679,0.395061728395,50,165,29.054232626,115.457063712,51.1428571429,0
8.92046859448,166.740740741,12.9635390818,160.654320988,12.7883477484,153.296296296,18.2560744808,141.728395062,14.0647493584,159.842105263,6.91980176809,155.105263158,6.68659572685,159.925925926,6.08641975309,96,181,16.0883154733,155.8033241,91.1666666667,0
15.6593635996,133.283950617,17.550536693,116.580246914,27.771906101,123.172839506,50.5794438505,132.061728395,42.2597167112,137.105263158,12.8864635113,116.210526316,33.9805479739,130.62962963,16.7037037037,41,232,32.044514574,126.282548476,64.8333333333,0
